gene	D0h.rep1	D0h.rep2	D1h.rep1	D1h.rep2	D2h.rep1	D2h.rep2	D4h.rep1	D4h.rep2	R1h.rep1	R1h.rep2	R2h.rep1	R2h.rep2	R4h.rep1	R4h.rep2
AT3G54300	31.43472987	32.25966557	32.9813971	34.81256414	46.23430342	51.13551369	49.81414618	42.65238808	50.17738107	50.47187412	54.67857787	51.15846011	53.41878439	42.86797781
AT1G07230	21.45568591	22.96815301	36.57508047	35.09665353	37.99126347	44.62953198	35.38187124	37.5088289	25.45078229	21.29563797	22.5554974	27.78474992	21.66621635	23.30943808
AT2G41160	26.15087702	25.72069139	39.70523449	26.59332858	39.28957095	29.74658369	41.99150401	39.19700442	52.24854853	51.19783813	60.65968463	60.29583788	49.87011638	44.32155597
AT5G04850	29.68549845	27.47735229	37.13050616	32.31916488	49.28933982	34.07368669	64.17474138	72.8094201	65.29904912	68.51749869	65.75061123	74.0350175	52.74379244	54.6944358
AT5G47310	45.94627774	53.22566217	36.69161128	44.33433546	42.54919739	39.83023988	42.96521692	52.31625098	49.98149462	54.98955014	64.92293284	68.80461947	60.75473758	53.63785413
AT3G16520	29.18476694	38.32091683	16.98079549	17.49072033	15.87584812	17.88721588	19.96893652	19.18323003	14.57659008	15.82882769	35.32369884	36.45000017	46.62144213	51.74384355
AT3G19970	9.887319301	10.40955969	11.58613727	9.878317535	14.8543136	9.354272996	12.15482233	11.35869509	71.42642491	88.59822708	32.25058611	17.85526772	19.98222602	18.908788
AT5G14700	27.01537094	26.86065502	25.38208311	33.60734303	57.23295623	34.60757647	31.34869455	31.07693875	41.70454198	40.41988625	37.19421553	33.47725219	49.04971459	44.52934639
AT4G18905	63.64514449	55.21464857	20.99385519	22.42492549	15.2047614	14.6227469	12.72698483	11.1366919	14.28299749	13.96070265	50.27541376	40.08146341	51.50516558	53.86673339
AT5G14050	71.28403676	54.96770754	18.91811261	15.15889091	14.56868762	11.44669276	12.96610833	13.3633486	23.05280807	17.79778862	42.64744867	43.00426796	44.83639817	41.88407726
AT4G02540	17.07373492	14.50404195	14.3558876	13.08595191	8.882385116	9.529104722	10.22909161	9.109014439	46.79425167	44.70970388	29.87187404	31.17922963	22.48583607	25.89392919
AT4G02030	21.78731585	18.25637628	18.5009631	19.75483486	22.56455612	17.36570187	19.93061702	21.98123124	24.31646497	22.91303063	30.32825572	29.23781385	27.60565545	27.60924336
AT3G26000	20.48001872	15.9868462	35.32101813	23.60115865	41.69052356	38.12462112	32.69522868	35.53708303	31.87053294	21.55760965	19.38588099	19.88799294	19.78831035	23.11855572
AT3G27230	51.29782048	60.80984031	43.0894572	48.16520909	22.39710116	17.89254201	8.862226191	12.51847457	14.38799604	14.15165381	44.19883084	43.32587456	63.86528211	59.35463909
AT5G24760	41.35354945	39.67735814	14.88015279	19.20968372	27.26803462	23.22192115	17.1093447	21.52830026	23.65758186	27.65775498	30.63836227	34.21722995	52.20031209	53.63571265
AT1G31870	21.49715953	18.82933665	20.19489245	17.52091795	19.49779257	20.36860219	29.83794677	27.97050127	37.40924875	35.91011843	40.67337793	36.40250467	29.86573845	29.14874684
AT1G27385	41.95093993	38.98047023	39.3802652	40.78552917	57.39408505	47.15354308	66.92818468	82.37452313	77.74239523	61.68310967	55.84017606	55.44955817	51.90799719	55.64258223
AT2G16740	72.46814823	76.14629879	60.66113581	54.97121367	74.76506645	62.18096345	55.6505558	56.13125835	48.08117549	33.9648249	94.88238605	96.41155481	95.9402555	95.62014984
AT1G22640	11.06476308	12.10911508	60.01585399	48.78359139	89.04997898	90.43284425	70.79834424	96.99704231	32.30733486	17.4868521	36.49081306	39.01099498	34.62514786	28.74935452
AT4G30760	78.26498924	71.97178491	43.77919936	42.77152747	57.99246137	68.198359	55.35563582	57.17203288	69.57171718	59.95423146	90.72556942	67.87119104	85.35048132	76.30193813
AT4G25900	71.77861728	67.11444497	66.90162423	45.28402843	44.99122247	47.30989544	26.20246702	23.88619246	25.02116589	17.34414019	37.39322629	36.25265098	56.14229043	47.79198347
AT5G18680	56.59546695	55.73932163	30.45499733	32.49883119	37.46322389	33.03262871	26.12203678	34.42361653	15.0622357	21.63856682	28.71991296	51.76663761	46.23918806	49.90971012
AT2G04900	47.55178761	43.913112	50.70223731	50.20296424	53.7397087	58.09760993	56.16334576	59.25560593	69.91575853	60.48488784	68.17675781	71.9775793	83.39400973	67.09343684
AT1G06780	19.54851383	16.81692387	18.13438128	22.66828007	35.75717562	23.85078919	31.98624685	28.36820569	39.90810631	35.32540013	27.51546428	23.6615263	19.51943965	19.8482428
AT4G22010	59.70585546	44.19460868	38.31541129	34.00027765	13.81907475	11.68163477	18.18183531	20.41274644	18.71593333	19.04150106	35.14199275	29.38666243	33.5630541	34.72507135
AT3G02580	51.97508329	52.45785474	39.23214038	38.11121499	51.24637733	37.16615502	46.61697664	34.82703823	37.96993926	31.07978431	54.68148476	49.94602446	59.29137596	72.91405782
AT1G80110	7.291879019	7.949763461	42.88431336	48.83008951	97.79483004	83.81754277	87.36900022	86.645801	69.00794951	67.59962649	21.70448136	18.07913064	12.54867157	13.70410485
AT3G47160	24.34434391	17.54526768	34.37878438	31.25075	51.24951144	42.81523765	57.5557671	51.78679357	27.09153576	27.34259969	24.93098147	17.63509641	17.34399679	13.56666558
AT5G23390	21.39663356	23.93584744	14.81175951	18.2755079	17.26935677	20.73385414	24.1909337	24.05137326	23.85227599	24.67058081	36.48749045	28.72261505	23.83317489	31.6241673
AT3G54900	82.92777518	94.34015327	91.27359125	98.77894006	43.02669102	53.88146281	43.9956079	41.64887104	31.10324484	27.03630035	36.8314194	43.83509609	51.06335975	49.59631741
AT2G17380	46.06237502	45.59813878	57.62903596	55.71364723	66.33961103	60.92040412	76.66435472	85.85346044	85.8004584	79.27198901	102.9919026	101.7649345	71.13369832	74.67416727
AT4G28710	13.14827406	12.24973112	13.52089909	14.00430954	11.6166869	12.18363404	8.996734298	9.716685668	11.78952473	12.03275058	15.27508194	12.20076359	12.17026347	10.02961163
AT1G31600	26.5895936	32.98518922	27.85881093	22.13722494	28.46237446	21.64242482	28.20166165	35.14596009	34.54525337	29.97334842	32.55431701	18.02639573	28.91751259	28.42929925
AT3G02180	65.0296064	68.10837958	62.39384772	63.63965057	54.52007718	42.69892951	41.82759793	39.52044784	26.12411075	19.64625768	60.05387945	67.25661156	73.14810159	74.93200479
AT4G08230	54.61565679	50.12836284	66.2251024	50.63879633	75.01071861	79.5890767	75.14052243	73.86975146	105.6306303	93.28205278	83.65729997	105.3526956	87.88363464	95.86715359
AT3G14590	6.314765474	3.956791944	25.53896087	26.71608652	31.6614393	28.12894949	33.55496626	32.61129733	41.80104444	33.19094336	13.91391617	10.00953519	8.491744563	5.915073162
AT5G37475	41.96080345	37.61375425	26.15869224	23.52750228	16.9814254	20.99388747	23.434341	27.59427725	23.63860068	30.51178214	49.04598661	51.2475579	41.6090365	40.20802179
AT1G03140	32.19043668	30.39703503	41.33406042	45.35062802	42.34364506	38.10662119	50.1827469	64.26034535	43.62304508	38.95234288	45.87246897	43.53265531	33.80181109	34.44664521
AT2G40830	18.80764443	18.01385564	44.49858216	33.8046891	31.39696554	29.86678959	32.50997801	34.3238607	27.2969722	20.96349085	26.73786136	21.01112041	27.06355244	27.4603829
AT5G56500	49.07417522	42.13182548	22.24368322	23.46373792	20.16044806	26.35722157	13.01528677	16.13875417	7.725394869	7.970575864	28.11028304	28.6641645	40.74752804	37.64491597
AT4G14920	12.38610602	10.99184933	12.37080402	11.11511611	17.65091223	17.61281347	20.70388527	16.4778411	17.5510504	15.0022792	16.25159483	16.08096746	16.76689266	15.59429593
AT1G75850	19.45584235	20.51858204	17.5213269	19.06432483	21.15619819	19.22846986	28.82299078	28.79172616	28.69596136	27.68504072	25.27407888	24.86791999	24.938364	26.01928016
AT2G04630	70.32697048	67.1257805	46.87976743	44.54075988	58.43818454	63.17530243	66.90471451	82.68612948	73.76746906	71.26290168	82.8434509	89.67728134	73.25778897	77.31443247
AT1G61900	31.04596672	38.6415233	14.99557948	15.77873581	18.7920145	17.06595599	15.46242664	19.6662158	36.72842332	32.77510809	51.54739333	51.08546486	47.87320171	55.436267
AT5G05660	13.20526123	16.20116529	19.46440519	18.8475025	19.31097467	19.37067933	24.47959018	21.15984708	22.25451877	22.5630497	21.1073441	23.09368358	16.25719607	18.85961246
AT1G16460	53.86872241	52.23507476	51.27657312	48.30369474	40.14173847	39.99542772	25.79542172	30.19725884	22.11528476	23.4915683	36.80978987	27.09440846	52.05753816	52.80196218
AT1G53440	37.82252324	35.02510701	31.84537557	24.71070813	5.847618382	6.098564224	8.548605325	6.816597569	19.23450255	16.91900326	20.83404817	18.81840332	17.75404053	15.71896475
AT4G29100	33.23572668	28.48859797	22.80240374	23.92494378	23.32507658	20.98279716	21.01756988	19.07522325	20.6415552	19.01322091	37.91974456	39.49535389	35.42615466	35.63920165
AT1G63610	40.44035181	43.80628085	42.81097771	50.65882767	29.79166769	47.00575999	39.24033063	31.01487239	32.70943436	31.76700532	28.50519152	23.30297032	29.99477428	30.93078473
AT3G56140	17.98595452	24.37811128	20.80177193	18.22389928	21.52901022	22.9952423	26.55944742	28.35772956	18.98861681	22.49379794	18.73310975	19.62227916	25.57630364	24.76554587
AT2G30880	23.96438076	19.8950518	23.32845384	25.90422142	30.31740089	26.17921234	27.67864187	27.37074609	38.50507031	37.71706069	34.97617732	36.72679878	29.09431595	25.61679812
AT3G28430	12.67194368	13.36054744	11.66443779	10.48399645	26.35999495	21.41477783	31.45790552	30.35136873	26.02860029	27.11765193	19.57958178	17.99678642	16.17463062	17.46030642
AT1G47500	45.96079957	44.6052679	17.3664094	21.54555773	21.76961591	18.41964607	29.8825943	26.84914455	23.39135657	27.12780572	52.24089647	52.31618721	40.17991036	40.22612638
AT5G14430	34.92730785	38.34676461	30.02821621	33.64329519	21.5210727	14.9143424	18.6038479	21.45914452	11.96828552	12.24912816	38.36498544	38.99954933	41.45981002	44.19586949
AT1G20580	85.38721155	86.23381238	64.37228661	70.95980375	54.12249924	66.00958669	56.5231376	48.69735991	40.07060108	41.06004887	77.6168458	84.87338471	92.37292317	100.5189285
AT4G16360	46.85468226	45.67782735	28.26301845	24.71626038	28.83108077	34.16977952	27.20948061	21.26688232	28.01493685	31.85423688	54.13543077	53.07520929	60.62930487	57.10644861
AT2G48070	66.32988073	87.67138588	54.64791662	73.98991509	43.20591578	56.00591423	34.61792043	20.76438557	33.37308539	36.0781521	41.53090051	43.19089708	57.11050075	57.37374395
AT2G45240	52.08185064	48.53812865	24.05046011	32.4016909	30.54009189	40.10850711	27.47581892	25.37083965	35.87999782	36.36927069	30.190176	31.23306509	50.38873117	46.60516513
AT3G46100	50.83319858	46.24525121	35.38346646	38.29512498	30.89319976	28.93967348	27.3096036	25.56721323	27.57354945	29.85852523	38.24126253	32.40165827	41.52224686	44.24423851
AT3G47600	12.76585006	15.680668	55.71879094	51.35062422	37.38885789	37.71089056	37.59048176	28.98330488	38.31486565	28.61376349	41.44766221	30.63843625	21.28857636	21.19987787
AT3G62190	33.17684765	25.07460115	37.67124168	36.89909795	65.44101151	56.17442337	91.12813276	79.69025522	101.2744232	106.433601	68.51363549	63.06356906	43.53304582	41.34174514
AT1G80000	27.30759151	23.73551102	22.39594094	24.83319718	22.14085485	22.51070337	17.23470129	19.11096315	22.45571546	23.36553448	22.61381265	25.41458673	25.91732198	29.99602603
AT1G21160	13.42902463	12.56105124	13.54529392	12.13342644	17.05175956	13.40839797	19.88711766	19.57964141	19.79618782	16.00456616	16.63600737	16.49730282	14.39650132	12.70506657
AT1G07240	30.37673426	22.29446822	38.06778107	29.72033846	20.79394024	20.45133543	23.18396973	27.93849841	50.25443007	48.58261022	55.90487867	45.13153298	22.17622285	20.81542413
AT4G09680	12.80129159	12.66233333	14.78811048	9.017752855	14.73729256	11.51000816	17.89342789	14.80975193	15.74854485	15.31863287	13.39167534	12.26781456	13.93696108	15.65529798
AT4G35920	24.63184626	31.65760685	28.99717469	31.26329468	28.26373879	26.83733773	21.20150232	19.8981255	13.28301393	14.3339697	19.01410377	20.20823214	24.77541749	29.97997175
AT5G03610	62.44831454	46.38043515	30.40034853	28.22850266	24.16742522	31.82496293	28.21299136	25.78862105	48.92852728	46.39743293	50.13573782	50.33317471	69.67367435	58.750981
AT1G30490	21.2187605	26.04351707	16.02421676	21.23303651	14.22881508	18.47091626	14.25642192	15.5853085	14.78013472	14.48067653	29.79559847	29.71746332	27.66032232	31.97692631
AT5G03910	37.01518989	37.95678861	26.65687191	30.0236057	27.36931851	29.74890753	24.14621896	28.92674737	26.60340303	29.7770325	26.61863533	29.29197784	28.2084027	31.92578644
AT5G25070	19.08336885	14.8351992	18.16072889	21.09731908	24.34029084	21.52636323	28.2619708	29.25368747	25.22991613	23.23868576	26.73420084	32.85353659	18.02560833	25.72735193
AT4G14680	65.74871428	60.46699747	22.12586675	30.35942982	19.12229081	23.50533388	9.650145099	11.61441306	12.91373734	16.4550841	45.55570279	31.50839357	51.16689483	50.30480421
AT5G16990	29.39736106	36.14750575	31.20010814	29.00261109	33.97855515	25.65049886	23.26826513	11.94099421	23.41645459	26.17803572	48.37605272	42.61214812	54.89726663	51.66609618
AT1G03250	30.27782837	33.38943862	25.77855692	25.58194542	38.90029301	36.0455741	61.58662424	36.50528261	70.43888999	61.31977012	56.81457796	56.36282553	45.29568327	42.25902292
AT3G11250	87.07872525	96.64980882	35.01053717	39.15703722	28.02159616	38.13578839	28.5986767	23.96196742	16.47373529	22.77163886	64.01692429	67.77477639	61.4295795	67.44445774
AT1G05940	21.04910363	29.24454043	18.45850475	25.72765418	28.76873602	26.8606041	27.02787766	26.54506626	23.00508681	25.89885564	21.72584907	26.16122041	37.00455998	34.67867738
AT1G50460	29.40161928	25.89300869	23.36486064	21.77950045	21.1652606	14.59319176	12.55592766	13.133408	30.49175849	25.19609668	31.98260939	32.46447808	29.65857741	33.04933411
AT2G27040	29.31617913	31.62774558	26.88322975	29.92737898	17.26262593	32.26864957	12.75214216	11.39398628	8.023594772	6.064084515	12.9113493	14.54411601	22.06404236	19.40854446
AT3G16330	30.86421604	23.26883189	14.31874331	10.66173112	52.88289329	39.89274401	61.66305491	75.9873654	65.0443404	82.75659787	96.72964294	109.8995493	108.7299516	82.96273171
AT5G35100	32.74500327	36.02804642	30.05942065	30.81768859	24.3691222	22.92909642	27.98249984	32.73195049	21.18673598	24.40737779	25.25759655	25.84173341	31.23747447	31.745531
AT1G69530	47.78325399	38.52743892	48.89335022	47.58351528	58.36094252	54.43525232	29.79896906	26.24438102	40.18037687	40.80329735	30.25277411	46.23379463	35.26228189	28.57414488
AT1G72410	19.01881965	20.4910689	18.69116113	25.10798025	18.16265423	13.9785409	9.04050759	13.10507343	10.28454783	5.734822778	13.91049279	12.22833959	17.04128366	16.81226692
AT5G26240	23.27299041	19.40225163	14.37737379	13.77748473	21.72136405	21.25781281	21.70812142	25.40124252	21.67793553	22.85648381	29.3191973	28.09093719	23.81024148	21.39382393
AT5G24460	45.15015363	40.70999895	38.57722189	32.85607627	48.22344351	62.60098038	77.30840839	83.13202434	64.13535709	57.6493445	45.87410113	43.65661767	39.95199186	48.8492304
AT5G12840	15.66723296	13.30385981	50.13817809	54.64513176	65.0202478	69.57682996	81.84698172	64.37554173	37.99058593	29.82960905	27.48504322	22.65332341	23.8387085	24.97327895
AT4G20440	55.3523615	73.16845894	25.24850371	24.84163163	20.78885117	26.97210361	15.4358629	24.78772502	16.35489943	27.10923918	45.57906937	50.29327603	51.61484055	58.05623524
AT5G52660	12.03152883	13.44223909	70.04547339	56.40766862	49.15337694	44.96087482	59.13077743	72.66036564	44.07570785	38.9605245	23.58851339	23.82932094	27.04030878	23.84838496
AT1G14870	165.73142	110.1965838	71.32106353	56.95865928	41.72752232	40.0147615	45.55701421	33.44432704	47.87792463	75.70501889	38.54442002	17.02409624	37.76404561	27.63952837
AT1G05180	32.84134496	36.28989533	24.53357293	25.62612481	26.99878127	26.56355392	24.64026031	26.88828223	27.16001725	23.9284897	35.44381639	33.66593361	38.07113192	43.28149507
AT5G08660	13.76103428	12.13651766	25.65388789	19.20683106	12.52974162	11.07347177	15.23126501	15.30581896	43.91550431	40.7045654	24.80409568	24.1828503	17.7276834	19.25671372
AT1G12580	22.65271923	16.71860566	42.56637478	43.90121989	18.60098232	24.98847699	20.23135915	22.05966309	37.74331309	39.24978198	37.43139848	30.22635638	28.74794285	27.88130021
AT4G14760	14.57900187	16.39589042	9.095672036	8.236678747	10.48142274	9.248799038	9.400243808	7.405294817	7.235350721	7.90415987	11.07490003	12.31858218	16.21744396	16.97971804
AT5G06830	26.38621069	20.3832457	21.20925693	26.24449373	26.58101592	25.08448964	30.96492274	28.99725773	46.17515969	39.29176836	36.84329122	45.31944697	25.61252176	21.66624469
AT1G06150	23.1370759	23.99627194	16.06912213	16.08493045	20.90536122	25.00436901	17.40841946	11.94637467	21.12621385	20.49217843	26.47549815	26.11855063	27.68784147	29.90561604
AT2G21860	56.80315963	51.98887483	27.66157328	33.28313472	31.31445637	29.29987037	26.78782479	27.31216677	23.30098155	24.70684774	38.67190983	37.91542215	45.02745288	52.66967847
AT1G65280	27.68475601	20.48284258	24.02446295	23.80950691	26.1881882	28.25403953	29.22948422	32.02334799	28.03185152	25.73182386	30.16703841	33.070401	27.66699045	25.07094443
AT1G13020	28.8874022	26.59558381	24.4494595	27.05550863	13.94238877	18.04599435	16.89664077	18.29844831	22.1826081	20.4427337	30.20157805	34.45541487	29.76440719	31.89782102
AT1G52150	24.38280793	24.56057825	16.31870571	18.98993491	15.95420791	17.02184305	13.37727003	16.26260823	10.85956274	12.60176401	17.17945923	17.45260955	28.30659692	23.85639606
AT1G65270	47.46298479	46.94916627	35.11851495	35.27187571	42.08524631	48.63271255	27.13169917	36.93896085	24.97595585	29.57228964	45.54286424	48.21084928	57.90815788	57.37918854
AT4G33760	49.77290576	50.23808401	20.97494357	27.57324231	20.77688533	24.59775597	17.08725637	20.83680628	21.08194621	19.61204948	26.81648675	27.58613103	35.38019127	34.25551778
AT1G72430	54.48497832	56.48981296	8.414062754	10.37533826	4.954498992	8.401496122	5.815669509	8.223115438	64.36924087	80.36118286	121.1646863	150.4774574	65.30416114	90.8623493
AT5G04420	25.37116169	22.12074861	23.59843587	24.02714372	24.58764691	27.13678189	22.67358459	30.27157395	33.41915323	23.06005166	37.89192511	36.42356078	29.11061947	34.26929582
AT5G51440	46.1345354	40.2586676	12.22083074	8.082566852	14.09470668	16.75728376	8.011770404	10.15641676	32.00868929	35.50968572	161.8567306	211.9414356	80.40229637	93.71607993
AT4G20170	10.99437321	11.68001559	27.73854039	25.21263791	19.79933705	16.50264366	20.4206296	19.14002943	46.84003208	57.19482742	50.01515371	35.58189485	44.21272637	56.98632597
AT2G13100	27.02499737	28.28603866	13.92580017	15.8945115	22.71883945	21.6928345	28.5876357	28.41371189	28.47359982	33.83598704	36.79653157	35.95774774	26.25740451	24.79225244
AT1G65650	49.74251866	47.25721139	33.22313891	29.34808122	37.55274966	35.4264674	46.7538442	40.71413102	54.15010822	46.73639357	67.43652433	68.77990006	65.49565367	53.15725435
AT4G17050	64.58422054	66.63597276	73.10268947	71.15840332	49.40782381	49.84749308	33.98403309	35.532039	37.36536624	31.11919493	42.95187858	41.99438515	62.10471575	75.76140198
AT5G26850	18.93941134	17.30617768	23.49958924	27.3677122	16.33784723	22.47025401	12.12583511	13.79290878	5.560113199	5.336016342	14.44753865	16.6274597	14.70878775	14.71507256
AT5G64370	45.78873008	35.12395491	34.35067631	30.49664894	34.02048908	45.59493252	44.63682205	55.85538096	34.43701065	30.1689757	47.83167016	54.71095061	55.03891132	51.40107957
AT1G60550	65.88664647	68.91126884	42.37019149	57.41593254	37.92765201	39.81659799	39.34603594	38.60592508	27.26165198	29.12962672	40.0460798	37.80797898	65.28318943	63.07704281
AT4G02600	25.69414172	25.63735102	42.43780696	44.51147488	19.04873454	19.64012431	11.41393615	14.09231164	29.01671967	36.90619671	36.20799456	31.50224656	26.68111918	29.68985718
AT3G08943	38.92103427	33.63781347	19.33095969	17.45200747	11.44932457	16.24182227	11.96361456	15.06285278	12.58682845	13.6016991	21.56393059	25.11940058	24.78443169	24.02285292
AT1G13160	48.02063839	43.55423347	15.08634073	12.73860432	12.53765081	15.45451748	18.97676603	16.21429458	15.722672	16.84329782	32.20132151	32.43589799	31.11389794	34.31329335
AT4G28570	13.67031684	17.27862649	11.9929895	10.36024955	23.79210796	17.84396477	26.19394449	25.12287672	20.88459555	21.63908816	30.27093902	31.74607342	32.63466054	29.9174601
AT4G30020	26.51809823	30.88635136	22.11667399	28.73890937	16.51453048	13.6346963	6.018031684	8.422661837	6.030462178	6.781271884	16.40702716	15.49127701	27.06691144	24.68514103
AT1G19720	25.90202551	28.73778129	33.07872751	31.99576776	28.66478652	19.81663626	18.59373739	10.65468183	12.02899376	10.89589517	13.92347789	13.53376147	21.61614035	26.11253923
AT4G20410	24.13420382	25.76808759	40.53820763	38.11671524	41.30611977	42.76223066	51.65284062	56.24042444	47.54776787	48.59006268	49.96059577	47.69282774	41.42937325	40.81586695
AT3G08550	23.3845304	27.29024861	23.03979665	25.95170782	20.61003872	18.2866076	21.68717321	20.81860256	23.0284848	20.97005825	29.19797151	45.47343853	32.19701386	34.60827082
AT4G39220	34.29961106	39.7806474	45.47174247	48.30274233	32.79065973	32.73663	38.10018599	58.24698855	74.72896507	78.18845268	75.82111402	75.72943689	53.62969663	45.26555449
AT5G22950	47.84718689	39.67522794	48.51025086	49.30477645	59.60278707	57.38499117	67.68175542	74.69853797	78.96162957	61.37988975	68.27552335	82.92764685	60.1398272	61.76219741
AT1G15100	76.10891806	59.75976862	60.97226596	67.48009674	83.55297528	114.0183139	72.79111375	88.49091742	57.63400878	50.0105935	55.32547507	82.33098796	60.98541528	58.35473359
AT1G78880	35.79928003	40.48794269	34.56112391	26.69584311	28.57495161	18.06306814	21.12109031	19.4118246	14.51331678	14.62998903	36.93846129	40.44084967	35.87893807	40.87089065
AT5G67580	28.69330598	32.54980205	33.17428328	26.6529826	56.34619757	37.98465505	59.33965813	54.29509098	51.14282405	54.39645062	59.23790579	58.7710544	46.18879409	43.48427643
AT1G19600	46.25117198	41.94993106	40.49404632	45.9006759	42.79395807	34.73853911	42.47641373	37.2138456	29.4241634	30.37830396	41.98453801	51.99964813	45.79531635	41.82722018
AT5G67240	36.29357081	32.86694496	15.88125189	17.85885279	16.89452471	11.71281562	16.6377308	13.47206879	20.06980465	13.47014029	33.9349304	30.73477742	24.77263297	25.16070718
AT1G53500	17.79479888	20.39859139	27.40656334	23.489212	23.18303903	18.68360519	22.01147899	16.92384311	21.61124508	23.16671773	44.56123301	39.84784608	29.61470436	28.38841493
AT1G62710	7.15991762	5.673415039	22.02142291	15.63077489	83.41419087	59.03408498	78.60775949	57.79701776	54.57084194	44.15152082	29.60701696	33.9093593	20.16771379	24.39945958
AT4G23500	19.66104409	26.44120847	50.30095624	44.40519481	45.04430528	47.66997947	32.82245697	45.92809307	36.79918261	27.96027761	29.93326598	29.50460944	26.42809632	25.94996934
AT5G35840	19.6808797	23.16961571	13.52054184	15.59222953	15.35632912	17.48413359	12.92272015	14.70653555	13.6480694	16.06352851	19.1081977	18.35440757	20.933193	26.52570486
AT5G32450	76.47571215	77.60441219	31.7731983	49.71236385	20.8625671	20.46667276	18.82719755	13.58411073	21.90994247	16.71338414	84.06966859	90.4368099	69.33975142	86.79698941
AT1G80680	24.23400037	29.30476259	20.89771204	17.8130868	11.93616718	12.00578688	8.319992317	10.86633559	8.234823864	7.892677101	17.66788134	23.77940306	20.36472569	21.86991447
AT1G59740	15.15890852	22.00019459	22.14062885	16.75086927	29.10649364	14.02487604	24.41430379	30.45228842	43.33323553	45.64444944	38.50265145	47.81178198	38.88740897	34.12673702
AT3G49590	11.36684391	10.62167709	30.67453749	33.09755353	30.60646398	31.32209958	48.28175274	43.72586576	23.52429271	27.79709167	21.37936088	17.0528495	14.90909834	14.18691564
AT4G11790	48.79339935	36.70054153	22.93297992	23.17539601	28.18471571	23.93913937	37.36720169	39.08849914	43.15051598	36.08626844	52.70777436	45.6447252	41.08892354	41.33517462
AT5G04990	26.22424612	25.50756557	23.82469951	27.31295001	33.17896149	26.28210223	42.57512441	42.49644466	54.41086695	49.46308807	38.90609838	35.29006987	36.48487926	26.95443399
AT1G60790	17.79135596	21.14729465	65.28156704	56.49614439	41.0556689	40.69715161	34.48876858	29.38859348	26.74201075	27.60682807	19.38091708	19.09645186	23.73296322	22.5851982
AT5G59840	31.88072684	39.93933583	41.97652645	35.58277339	36.46392567	45.68438064	81.17069708	79.68179912	67.22399962	61.42560902	72.07278538	65.41636377	47.63583902	47.59010274
AT2G32870	13.57279578	16.47526946	68.78941181	57.70505666	89.97942586	90.02682966	24.71968491	28.46742615	30.29583631	22.96528126	18.40532764	12.05981521	13.5931212	12.01774487
AT4G31820	16.18166256	18.63139396	16.75814055	14.87119741	11.91876128	13.09972844	8.088168523	7.473158122	22.07756625	22.41105687	26.21641976	24.29555908	25.7092706	26.54257294
AT5G16440	43.83974284	46.94451666	40.51728329	41.53235572	49.80770728	46.2862403	52.32709682	66.12708267	45.3941168	59.26416419	59.75265113	77.61173005	68.48153924	58.12640471
AT1G67930	20.57131176	20.69669601	21.64215728	25.33691381	18.59778215	21.26468178	17.66530515	16.48938855	20.86838465	17.2707505	37.84180018	32.85575264	23.59924272	26.22445011
AT5G49660	21.73051298	20.43404348	18.56389543	20.32815784	24.27026474	21.06575524	23.880574	20.61972704	11.2309948	12.34764662	18.53048015	19.52356966	22.96626809	24.24435756
AT3G16810	61.00424603	52.75571506	14.19888617	15.34036515	10.3882996	12.78457116	13.05594739	10.12446777	12.59262508	13.68706633	50.62949653	48.95009156	41.47097989	40.25234334
AT1G45130	34.55417332	30.00856999	38.38904781	32.50638545	31.14343561	28.63272832	15.32420645	25.61666886	14.97173921	14.48228064	14.38799817	11.75300338	20.07271701	18.90946965
AT5G43380	8.680423837	10.57346798	20.01226809	18.1671552	20.59960435	16.62352971	48.44829959	50.96817654	63.33871661	49.57350928	51.80637664	43.93646123	24.79213619	24.2658904
AT1G29890	24.96263116	25.99411873	23.28567753	21.83839248	29.36520118	25.88350693	14.53947603	19.87019552	16.01099972	17.26484581	30.12955723	30.7754817	34.59762833	40.99291812
AT2G47320	74.02211638	82.77545375	72.18527454	72.35117245	68.3838247	83.86875872	66.48503207	55.99288985	49.0371848	39.47719019	73.03375585	91.92807477	97.28528968	102.4581432
AT1G77030	52.39889141	41.12164199	12.24502017	15.21459447	12.08726373	18.53710732	11.56104199	7.45291664	7.981117448	11.48289166	33.79862942	28.10205406	36.78216758	37.2841197
AT1G61770	58.47853741	48.57171627	31.09009657	42.45626041	31.21806107	40.12634243	39.17627124	50.11843243	42.83895571	52.28883506	64.30755141	78.42835292	53.69398238	65.17642278
AT1G49140	44.06723368	41.51012853	52.70712256	55.39030366	48.362053	44.61370824	38.99749941	55.47814418	36.09977807	34.63734453	39.56049035	48.23282212	36.22164059	43.52315954
AT2G14878	18.61452202	13.83306444	103.3563226	99.5472844	133.4989953	166.6396164	124.5693268	142.8477989	76.27151384	72.89972671	42.49039909	35.30596849	23.31044507	23.76189969
AT5G51550	84.81504019	93.20564161	26.5815527	20.25266479	16.20772873	18.74346673	5.927686484	9.41853619	24.36973739	20.44979347	65.6945241	83.64910739	56.39990612	59.81209607
AT5G42420	57.84136524	50.4314323	35.32941052	37.44923359	41.55745996	29.55046424	38.02321741	40.5374921	42.01398981	39.51846673	56.8948504	55.49599522	38.0339149	34.18991652
